Date,2002.TW
2010/1/4 00:00,17.86047363
2010/1/5 00:00,17.88665962
2010/1/6 00:00,17.93904114
2010/1/7 00:00,17.80809975
2010/1/8 00:00,18.25329781
2010/1/11 00:00,18.48899269
2010/1/12 00:00,18.43661499
2010/1/13 00:00,17.99141884
2010/1/14 00:00,18.27948761
2010/1/15 00:00,18.20092583
2010/1/18 00:00,18.01760674
2010/1/19 00:00,17.88665962
2010/1/20 00:00,17.91285324
2010/1/21 00:00,17.80809975
2010/1/22 00:00,17.25814056
2010/1/25 00:00,16.91769409
2010/1/26 00:00,16.76055908
2010/1/27 00:00,16.86532021
2010/1/28 00:00,17.10100937
2010/1/29 00:00,17.02244377
2010/2/1 00:00,16.7081852
2010/2/2 00:00,16.42011642
2010/2/3 00:00,16.76055908
2010/2/4 00:00,16.86532021
2010/2/5 00:00,16.44630241
2010/2/8 00:00,16.6296196
2010/2/9 00:00,16.734375
2010/2/10 00:00,17.15338898
2010/2/22 00:00,17.28433037
2010/2/23 00:00,17.38908386
2010/2/24 00:00,17.15338898
2010/2/25 00:00,16.94388008
2010/2/26 00:00,16.86532021
2010/3/1 00:00,17.17957878
2010/3/2 00:00,17.23195457
2010/3/3 00:00,17.33670616
2010/3/4 00:00,17.07482147
2010/3/5 00:00,17.33670616
2010/3/8 00:00,17.38908386
2010/3/9 00:00,17.38908386
2010/3/10 00:00,17.52002335
2010/3/11 00:00,17.38908386
2010/3/12 00:00,17.28433037
2010/3/15 00:00,17.12719727
2010/3/16 00:00,17.23195457
2010/3/17 00:00,17.46764755
2010/3/18 00:00,17.36289406
2010/3/19 00:00,17.38908386
2010/3/22 00:00,17.12719727
2010/3/23 00:00,17.04863548
2010/3/24 00:00,17.15338898
2010/3/25 00:00,17.12719727
2010/3/26 00:00,17.10100937
2010/3/29 00:00,17.17957878
2010/3/30 00:00,17.20576668
2010/3/31 00:00,17.20576668
2010/4/1 00:00,17.38908386
2010/4/2 00:00,17.49383354
2010/4/6 00:00,17.75572205
2010/4/7 00:00,17.75572205
2010/4/8 00:00,17.80809975
2010/4/9 00:00,17.86047363
2010/4/12 00:00,18.20092583
2010/4/13 00:00,18.17473602
2010/4/14 00:00,18.20092583
2010/4/15 00:00,18.30567741
2010/4/16 00:00,18.27948761
2010/4/19 00:00,17.83428383
2010/4/20 00:00,17.59859085
2010/4/21 00:00,17.62477875
2010/4/22 00:00,17.28433037
2010/4/23 00:00,17.33670616
2010/4/26 00:00,17.70334244
2010/4/27 00:00,17.80809975
2010/4/28 00:00,17.65096855
2010/4/29 00:00,17.59859085
2010/4/30 00:00,17.54621696
2010/5/3 00:00,17.46764755
2010/5/4 00:00,17.36289406
2010/5/5 00:00,16.86532021
2010/5/6 00:00,16.52486801
2010/5/7 00:00,16.52486801
2010/5/10 00:00,16.76055908
2010/5/11 00:00,16.47249031
2010/5/12 00:00,16.60343361
2010/5/13 00:00,16.78675079
2010/5/14 00:00,16.60343361
2010/5/17 00:00,16.47249031
2010/5/18 00:00,16.55105591
2010/5/19 00:00,16.39392662
2010/5/20 00:00,16.13204002
2010/5/21 00:00,15.8439703
2010/5/24 00:00,15.8701601
2010/5/25 00:00,15.5558939
2010/5/26 00:00,15.71302795
2010/5/27 00:00,15.7915926
2010/5/28 00:00,15.89634514
2010/5/31 00:00,16.00110054
2010/6/1 00:00,15.76540565
2010/6/2 00:00,15.6082716
2010/6/3 00:00,15.8439703
2010/6/4 00:00,15.8439703
2010/6/7 00:00,15.6082716
2010/6/8 00:00,15.6082716
2010/6/9 00:00,15.34638786
2010/6/10 00:00,15.52970886
2010/6/11 00:00,15.71302795
2010/6/14 00:00,15.97490978
2010/6/15 00:00,16.07966614
2010/6/17 00:00,16.18441772
2010/6/18 00:00,15.97490978
2010/6/21 00:00,16.05348015
2010/6/22 00:00,16.10585403
2010/6/23 00:00,16.00110054
2010/6/24 00:00,16.15822983
2010/6/25 00:00,15.92253399
2010/6/28 00:00,15.92253399
2010/6/29 00:00,15.71302795
2010/6/30 00:00,15.6082716
2010/7/1 00:00,15.50352001
2010/7/2 00:00,15.5558939
2010/7/5 00:00,15.63446236
2010/7/6 00:00,15.97490978
2010/7/7 00:00,15.8439703
2010/7/8 00:00,15.94872284
2010/7/9 00:00,15.94872284
2010/7/12 00:00,15.94872284
2010/7/13 00:00,15.89634514
2010/7/14 00:00,16.00110054
2010/7/15 00:00,15.92253399
2010/7/16 00:00,15.81778336
2010/7/19 00:00,16.07966614
2010/7/20 00:00,16.18441772
2010/7/21 00:00,16.21060562
2010/7/22 00:00,16.47249031
2010/7/23 00:00,16.6558094
2010/7/26 00:00,16.92201614
2010/7/27 00:00,16.94998741
2010/7/28 00:00,16.89404488
2010/7/29 00:00,17.00592995
2010/7/30 00:00,16.97795868
2010/8/2 00:00,17.25766182
2010/8/3 00:00,17.45345497
2010/8/4 00:00,17.4254818
2010/8/5 00:00,17.39750862
2010/8/6 00:00,17.31360054
2010/8/9 00:00,17.36954117
2010/8/10 00:00,17.34157181
2010/8/11 00:00,17.34157181
2010/8/12 00:00,17.2017231
2010/8/13 00:00,17.28562737
2010/8/16 00:00,17.22969055
2010/8/17 00:00,17.1178093
2010/8/18 00:00,17.17374992
2010/8/19 00:00,17.2017231
2010/8/20 00:00,17.14578056
2010/8/23 00:00,17.1178093
2010/8/24 00:00,17.0338974
2010/8/25 00:00,16.72622871
2010/8/26 00:00,16.75419426
2010/8/27 00:00,17.00592995
2010/8/30 00:00,17.0338974
2010/8/31 00:00,16.94998741
2010/9/1 00:00,16.94998741
2010/9/2 00:00,17.00592995
2010/9/3 00:00,17.08983803
2010/9/6 00:00,17.34157181
2010/9/7 00:00,17.90097809
2010/9/8 00:00,17.70518303
2010/9/9 00:00,17.64924431
2010/9/10 00:00,17.76112747
2010/9/13 00:00,17.95692062
2010/9/14 00:00,18.01285744
2010/9/15 00:00,18.01285744
2010/9/16 00:00,17.92894936
2010/9/17 00:00,17.90097809
2010/9/20 00:00,18.15270805
2010/9/21 00:00,18.15270805
2010/9/23 00:00,18.1247406
2010/9/24 00:00,18.01285744
2010/9/27 00:00,18.1247406
2010/9/28 00:00,18.06879807
2010/9/29 00:00,18.09676743
2010/9/30 00:00,18.06879807
2010/10/1 00:00,18.01285744
2010/10/4 00:00,18.06879807
2010/10/5 00:00,18.01285744
2010/10/6 00:00,18.1247406
2010/10/7 00:00,18.1247406
2010/10/8 00:00,17.95692062
2010/10/11 00:00,17.70518303
2010/10/12 00:00,17.50939178
2010/10/13 00:00,17.56533432
2010/10/14 00:00,17.56533432
2010/10/15 00:00,17.53736496
2010/10/18 00:00,17.36954117
2010/10/19 00:00,17.31360054
2010/10/20 00:00,17.34157181
2010/10/21 00:00,17.28562737
2010/10/22 00:00,17.28562737
2010/10/25 00:00,17.39750862
2010/10/26 00:00,17.48142052
2010/10/27 00:00,17.31360054
2010/10/28 00:00,17.39750862
2010/10/29 00:00,17.36954117
2010/11/1 00:00,17.50939178
2010/11/2 00:00,17.50939178
2010/11/3 00:00,17.64924431
2010/11/4 00:00,17.64924431
2010/11/5 00:00,17.78909492
2010/11/8 00:00,17.76112747
2010/11/9 00:00,17.95692062
2010/11/10 00:00,18.09676743
2010/11/11 00:00,17.95692062
2010/11/12 00:00,17.81706238
2010/11/15 00:00,17.67721367
2010/11/16 00:00,17.78909492
2010/11/17 00:00,17.7331562
2010/11/18 00:00,17.7331562
2010/11/19 00:00,17.78909492
2010/11/22 00:00,17.81706238
2010/11/23 00:00,17.76112747
2010/11/24 00:00,17.76112747
