Date,3443.TW
2010/1/4 00:00,122.3831863
2010/1/5 00:00,119.3982239
2010/1/6 00:00,119.7713394
2010/1/7 00:00,119.7713394
2010/1/8 00:00,118.6519775
2010/1/11 00:00,119.0251083
2010/1/12 00:00,119.7713394
2010/1/13 00:00,118.278862
2010/1/14 00:00,119.3982239
2010/1/15 00:00,119.7713394
2010/1/18 00:00,119.3982239
2010/1/19 00:00,117.9057465
2010/1/20 00:00,117.1595154
2010/1/21 00:00,113.4283218
2010/1/22 00:00,116.0401535
2010/1/25 00:00,115.2939072
2010/1/26 00:00,110.0702286
2010/1/27 00:00,110.4433441
2010/1/28 00:00,111.5627289
2010/1/29 00:00,109.3239975
2010/2/1 00:00,109.3239975
2010/2/2 00:00,103.7272034
2010/2/3 00:00,105.9659195
2010/2/4 00:00,109.6971054
2010/2/5 00:00,104.8465652
2010/2/8 00:00,101.4884872
2010/2/9 00:00,107.4584122
2010/2/10 00:00,105.9659195
2010/2/22 00:00,105.2196808
2010/2/23 00:00,107.085289
2010/2/24 00:00,109.3239975
2010/2/25 00:00,106.7121658
2010/2/26 00:00,105.592804
2010/3/1 00:00,106.7121658
2010/3/2 00:00,106.7121658
2010/3/3 00:00,105.2196808
2010/3/4 00:00,105.9659195
2010/3/5 00:00,106.3390427
2010/3/8 00:00,107.4584122
2010/3/9 00:00,105.2196808
2010/3/10 00:00,105.9659195
2010/3/11 00:00,107.4584122
2010/3/12 00:00,105.9659195
2010/3/15 00:00,104.8465652
2010/3/16 00:00,105.2196808
2010/3/17 00:00,107.085289
2010/3/18 00:00,108.2046356
2010/3/19 00:00,107.4584122
2010/3/22 00:00,106.7121658
2010/3/23 00:00,107.085289
2010/3/24 00:00,107.4584122
2010/3/25 00:00,107.8315048
2010/3/26 00:00,109.3239975
2010/3/29 00:00,108.9508896
2010/3/30 00:00,107.4584122
2010/3/31 00:00,107.4584122
2010/4/1 00:00,114.9207916
2010/4/2 00:00,118.278862
2010/4/6 00:00,118.6519775
2010/4/7 00:00,116.7863846
2010/4/8 00:00,114.5476761
2010/4/9 00:00,115.2939072
2010/4/12 00:00,114.9207916
2010/4/13 00:00,111.9358368
2010/4/14 00:00,114.5476761
2010/4/15 00:00,113.4283218
2010/4/16 00:00,113.4283218
2010/4/19 00:00,107.4584122
2010/4/20 00:00,109.3239975
2010/4/21 00:00,110.0702286
2010/4/22 00:00,108.9508896
2010/4/23 00:00,110.0702286
2010/4/26 00:00,114.1745682
2010/4/27 00:00,111.9358368
2010/4/28 00:00,110.4433441
2010/4/29 00:00,108.9508896
2010/4/30 00:00,108.2046356
2010/5/3 00:00,106.3390427
2010/5/4 00:00,105.2196808
2010/5/5 00:00,101.4884872
2010/5/6 00:00,101.4884872
2010/5/7 00:00,101.8616104
2010/5/10 00:00,102.9809723
2010/5/11 00:00,101.8616104
2010/5/12 00:00,101.1153564
2010/5/13 00:00,103.3540955
2010/5/14 00:00,102.2347336
2010/5/17 00:00,98.1304245
2010/5/18 00:00,94.02610779
2010/5/19 00:00,93.27986908
2010/5/20 00:00,91.41427612
2010/5/21 00:00,85.07122803
2010/5/24 00:00,87.30994415
2010/5/25 00:00,83.20565033
2010/5/26 00:00,87.30994415
2010/5/27 00:00,89.17556
2010/5/28 00:00,90.66802979
2010/5/31 00:00,90.66802979
2010/6/1 00:00,89.92178345
2010/6/2 00:00,87.30994415
2010/6/3 00:00,91.41427612
2010/6/4 00:00,91.04115295
2010/6/7 00:00,88.05619049
2010/6/8 00:00,91.41427612
2010/6/9 00:00,89.54867554
2010/6/10 00:00,89.17556
2010/6/11 00:00,89.92178345
2010/6/14 00:00,91.7873764
2010/6/15 00:00,90.29490662
