Date,2317.TW
2010/1/4,60.83647918701172
2010/1/5,61.238059997558594
2010/1/6,60.83647918701172
2010/1/7,60.23414993286133
2010/1/8,60.43493652
2010/1/11,59.63180160522461
2010/1/12,59.43101501464844
2010/1/13,58.427127838134766
2010/1/14,60.03336715698242
2010/1/15,61.238059997558594
2010/1/18,60.63570785522461
2010/1/19,59.832584381103516
2010/1/20,59.23023986816406
2010/1/21,58.62789535522461
2010/1/22,55.41541290283203
2010/1/25,56.01774978637695
2010/1/26,54.813079833984375
2010/1/27,53.40760803222656
2010/1/28,54.612300872802734
2010/1/29,54.00994873046875
2010/2/1,52.805267333984375
2010/2/2,53.80916976928711
2010/2/3,55.41541290283203
2010/2/4,54.813079833984375
2010/2/5,53.20683288574219
2010/2/8,53.80916976928711
2010/2/9,53.60839080810547
2010/2/10,54.00994873046875
2010/2/22,54.00994873046875
2010/2/23,54.00994873046875
2010/2/24,53.20683288574219
2010/2/25,51.399803161621094
2010/2/26,50.99824142456055
2010/3/1,52.40370178222656
2010/3/2,53.40760803222656
2010/3/3,53.60839080810547
2010/3/4,53.60839080810547
2010/3/5,53.80916976928711
2010/3/8,55.214630126953125
2010/3/9,55.41541290283203
2010/3/10,55.41541290283203
2010/3/11,55.214630126953125
2010/3/12,55.214630126953125
2010/3/15,53.80916976928711
2010/3/16,55.013851165771484
2010/3/17,56.01774978637695
2010/3/18,56.01774978637695
2010/3/19,56.01774978637695
2010/3/22,55.013851165771484
2010/3/23,55.41541290283203
2010/3/24,54.813079833984375
2010/3/25,54.813079833984375
2010/3/26,54.00994873046875
2010/3/29,55.214630126953125
2010/3/30,55.61619567871094
2010/3/31,55.214630126953125
2010/4/1,56.21853256225586
2010/4/2,56.01774978637695
2010/4/6,57.624000549316406
2010/4/7,58.02555465698242
2010/4/8,57.22243881225586
2010/4/9,58.02555465698242
2010/4/12,58.02555465698242
2010/4/13,56.62010574
2010/4/14,57.02166748046875
2010/4/15,57.624000549316406
2010/4/16,56.62010574
2010/4/19,54.813079833984375
2010/4/20,55.61619567871094
2010/4/21,55.81696319580078
2010/4/22,57.22243881225586
2010/4/23,58.02555465698242
2010/4/26,59.43101501464844
2010/4/27,60.03336715698242
2010/4/28,61.43882369995117
2010/4/29,61.037269592285156
2010/4/30,59.63180160522461
2010/5/3,59.02946090698242
2010/5/4,59.63180160522461
2010/5/5,57.42321777
2010/5/6,56.62010574
2010/5/7,56.01774978637695
2010/5/10,56.82088851928711
2010/5/11,56.21853256225586
2010/5/12,56.21853256225586
2010/5/13,57.82478332519531
2010/5/14,57.624000549316406
2010/5/17,56.62010574
2010/5/18,56.62010574
2010/5/19,55.214630126953125
2010/5/20,53.80916976928711
2010/5/21,52.604496002197266
2010/5/24,53.20683288574219
2010/5/25,50.59667969
2010/5/26,51.80136489868164
2010/5/27,51.60057830810547
2010/5/28,50.99824142456055
2010/5/31,49.99434280395508
2010/6/1,49.99434280395508
2010/6/2,47.98654556274414
2010/6/3,50.19512176513672
2010/6/4,49.99434280395508
2010/6/7,47.18341827392578
2010/6/8,44.77404785
2010/6/9,45.57717514038086
2010/6/10,47.18341827392578
2010/6/11,47.58497619628906
2010/6/14,48.388099670410156
2010/6/15,48.58888244628906
2010/6/17,49.391998291015625
2010/6/18,49.391998291015625
2010/6/21,50.79747009277344
2010/6/22,49.59278106689453
2010/6/23,49.19121170043945
2010/6/24,49.19121170043945
2010/6/25,48.388099670410156
2010/6/28,48.388099670410156
2010/6/29,48.58888244628906
2010/6/30,45.777950286865234
2010/7/1,45.57717514038086
2010/7/2,44.97483444213867
2010/7/5,46.58106994628906
2010/7/6,46.78184127807617
2010/7/7,46.78184127807617
2010/7/8,48.187320709228516
2010/7/9,48.388099670410156
2010/7/12,48.58888244628906
2010/7/13,48.187320709228516
2010/7/14,49.59278106689453
2010/7/15,49.391998291015625
2010/7/16,48.388099670410156
2010/7/19,47.785762786865234
2010/7/20,47.98654556274414
